id,username,email,password,role,points,rank,gender,age,height_cm,weight_kg,bmi,country,occupation,createdAt
848,Đặng Đức Tùng,dangtùng848@hotmail.com,user123,user,1379,bronze,Nam,26,165,49.9,18.3,Trung Quốc,Kế toán,2025-09-25T20:41:06
849,Ngô Hoàng Anh,ngoanh849@yahoo.com,user123,user,792,bronze,Nam,28,164,61.2,22.8,Việt Nam,Quản lý dự án,2025-10-03T20:41:06
850,Trần Mỹ Thảo,tranthao850@hotmail.com,user123,user,58,iron,Nữ,44,167,52.8,18.9,Việt Nam,Freelancer,2025-06-24T20:41:06
851,Lê Phương Hương,lehuong851@hotmail.com,user123,user,3368,gold,Nữ,45,162,59.8,22.8,Pháp,Thiết kế đồ họa,2025-09-23T20:41:06
852,Nguyễn Văn Sơn,nguyễnson852@gmail.com,user123,user,1005,bronze,Nam,21,165,61.6,22.6,Việt Nam,Doanh nhân,2026-02-07T20:41:06
853,Trần Mỹ Hiền,tranhien853@hotmail.com,user123,user,3362,gold,Nữ,42,170,61.6,21.3,Việt Nam,Kỹ sư phần mềm,2025-06-05T20:41:06
854,Lê Thị Anh,leanh854@hotmail.com,user123,user,472,iron,Nữ,40,165,54.9,20.2,Hàn Quốc,Luật sư,2026-02-17T20:41:06
855,Vũ Kim Quỳnh,vũquynh855@yahoo.com,user123,user,9978,diamond,Nữ,22,165,63.5,23.3,Việt Nam,Freelancer,2025-06-30T20:41:06
856,Hoàng Thanh Xuân,hoangxuan856@hotmail.com,user123,user,58,iron,Nam,36,175,75.8,24.8,Pháp,Nhân viên văn phòng,2025-06-29T20:41:06
857,Ngô Minh Trung,ngotrung857@gmail.com,user123,user,884,bronze,Nam,36,169,64.6,22.6,Việt Nam,Luật sư,2026-01-05T20:41:06
858,Hồ Hoàng Tuấn,hotuan858@yahoo.com,user123,user,11369,diamond,Nam,27,177,65.7,21.0,Canada,Nhà báo,2025-08-03T20:41:06
859,Phạm Hữu Xuân,phamxuan859@gmail.com,user123,user,943,bronze,Nam,29,179,76.4,23.8,Nhật Bản,Lập trình viên,2025-12-07T20:41:06
860,Lý Thị Uyên,lyuyen860@outlook.com,user123,user,1373,bronze,Nữ,36,170,63.1,21.8,Canada,Y tá,2025-12-19T20:41:06
861,Đặng Minh Nhân,dangnhan861@outlook.com,user123,user,12807,diamond,Nam,39,170,67.4,23.3,Singapore,Quản lý dự án,2025-08-12T20:41:06
862,Hoàng Phương Trang,hoangtrang862@hotmail.com,user123,user,2279,gold,Nữ,24,167,53.7,19.3,Việt Nam,Luật sư,2026-02-04T20:41:06
863,Ngô Văn Việt,ngoviet863@outlook.com,user123,user,2678,gold,Nam,44,180,74.4,23.0,Nhật Bản,Bác sĩ,2026-01-29T20:41:06
864,Phan Thanh Quân,phanquan864@yahoo.com,user123,user,14876,diamond,Nam,43,180,69.6,21.5,Hàn Quốc,Quản lý dự án,2026-05-13T20:41:06
865,Vũ Công Xuân,vũxuan865@gmail.com,user123,user,59,iron,Nam,37,180,78.4,24.2,Việt Nam,Thiết kế đồ họa,2026-02-12T20:41:06
866,Hồ Bích Hằng,hohang866@hotmail.com,user123,user,440,iron,Nữ,31,166,54.5,19.8,Việt Nam,Bác sĩ,2026-03-27T20:41:06
867,Phan Phương Uyên,phanuyen867@yahoo.com,user123,user,14801,diamond,Nữ,39,160,46.3,18.1,Trung Quốc,Marketing,2025-07-15T20:41:06
868,Ngô Mỹ Trang,ngotrang868@gmail.com,user123,user,558,bronze,Nữ,34,161,46.4,17.9,Việt Nam,Lập trình viên,2026-01-16T20:41:06
869,Võ Quốc Thiện,võthien869@hotmail.com,user123,user,515,bronze,Nam,40,170,70.9,24.5,Thái Lan,Giáo viên,2025-05-30T20:41:06
870,Bùi Quốc Phúc,bùiphúc870@hotmail.com,user123,user,607,bronze,Nam,23,177,74.4,23.7,Trung Quốc,Freelancer,2025-06-01T20:41:06
871,Đặng Mỹ Dung,dangdung871@outlook.com,user123,user,7479,platinum,Nữ,34,156,42.4,17.4,Úc,Doanh nhân,2025-09-04T20:41:06
872,Hồ Đức Liêm,holiem872@outlook.com,user123,user,1239,bronze,Nam,39,165,53.0,19.5,Pháp,Quản lý dự án,2026-02-18T20:41:06
873,Lý Minh Long,lylong873@hotmail.com,user123,user,10050,diamond,Nam,45,165,50.5,18.5,Trung Quốc,Freelancer,2026-01-15T20:41:06
874,Nguyễn Phương Vân,nguyễnvan874@hotmail.com,user123,user,300,iron,Nữ,44,169,63.4,22.2,Việt Nam,Nhân viên văn phòng,2025-08-11T20:41:06
875,Đặng Hoàng Nghĩa,dangnghĩa875@hotmail.com,user123,user,8998,diamond,Nam,20,171,64.8,22.2,Canada,Y tá,2025-07-07T20:41:06
876,Lý Minh Long,lylong876@yahoo.com,user123,user,319,iron,Nam,34,164,63.8,23.7,Việt Nam,Marketing,2025-10-26T20:41:06
877,Đỗ Ngọc Trang,dỗtrang877@hotmail.com,user123,user,11249,diamond,Nữ,38,158,54.1,21.7,Hàn Quốc,Lập trình viên,2025-12-21T20:41:06
878,Đặng Minh Dũng,dangdũng878@yahoo.com,user123,user,187,iron,Nam,25,169,69.6,24.4,Việt Nam,Luật sư,2025-07-15T20:41:06
879,Dương Thanh Hoa,duonghoa879@gmail.com,user123,user,1052,bronze,Nữ,34,166,52.6,19.1,Trung Quốc,Lập trình viên,2026-02-25T20:41:06
880,Hoàng Thanh Lan,hoanglan880@yahoo.com,user123,user,212,iron,Nữ,43,156,46.7,19.2,Việt Nam,Doanh nhân,2025-11-21T20:41:06
881,Phan Thị Tâm,phantam881@hotmail.com,user123,user,75,iron,Nữ,32,165,61.5,22.6,Trung Quốc,Bác sĩ,2025-10-28T20:41:06
882,Vũ Thị Hương,vũhuong882@yahoo.com,user123,user,1858,gold,Nữ,42,165,60.5,22.2,Việt Nam,Luật sư,2026-03-06T20:41:06
883,Ngô Hoàng Tùng,ngotùng883@gmail.com,user123,user,210,iron,Nam,24,162,50.5,19.2,Canada,Quản lý dự án,2026-03-16T20:41:06
884,Hoàng Hoàng Dũng,hoangdũng884@yahoo.com,user123,user,1602,gold,Nam,18,162,65.2,24.8,Nhật Bản,Freelancer,2026-05-25T20:41:06
885,Phan Phương Giang,phangiang885@gmail.com,user123,user,8560,diamond,Nữ,38,159,44.9,17.8,Việt Nam,Kỹ sư phần mềm,2026-03-16T20:41:06
886,Huỳnh Đức Sơn,huynhson886@hotmail.com,user123,user,512,bronze,Nam,25,180,76.5,23.6,Đức,Bác sĩ,2026-01-21T20:41:06
887,Đỗ Ngọc Linh,dỗlinh887@outlook.com,user123,user,795,bronze,Nữ,37,155,49.3,20.5,Việt Nam,Sinh viên,2026-01-17T20:41:06
888,Vũ Thị Xuân,vũxuan888@gmail.com,user123,user,871,bronze,Nữ,28,165,63.7,23.4,Việt Nam,Nhà báo,2026-04-28T20:41:06
889,Huỳnh Hoàng Kiên,huynhkien889@hotmail.com,user123,user,26768,master,Nam,38,175,68.1,22.2,Trung Quốc,Kiến trúc sư,2025-07-07T20:41:06
890,Nguyễn Minh Kiên,nguyễnkien890@gmail.com,user123,user,508,bronze,Nam,35,178,67.2,21.2,Trung Quốc,Lập trình viên,2026-02-27T20:41:06
891,Lý Minh Nam,lynam891@hotmail.com,user123,user,7780,platinum,Nam,22,181,70.2,21.4,Pháp,Luật sư,2025-07-08T20:41:06
892,Lý Ngọc Hiền,lyhien892@hotmail.com,user123,user,973,bronze,Nữ,42,165,53.8,19.8,Pháp,Nhân viên văn phòng,2025-07-23T20:41:06
893,Lê Phương Mai,lemai893@hotmail.com,user123,user,319,iron,Nữ,40,152,49.3,21.3,Singapore,Thiết kế đồ họa,2026-01-19T20:41:06
894,Đỗ Ngọc Dung,dỗdung894@outlook.com,user123,user,2717,gold,Nữ,29,168,63.9,22.6,Mỹ,Sinh viên,2025-06-26T20:41:06
895,Đỗ Thị Hà,dỗha895@gmail.com,user123,user,2480,gold,Nữ,18,153,50.0,21.4,Pháp,Kỹ sư phần mềm,2026-03-31T20:41:06
896,Bùi Thu Hiền,bùihien896@hotmail.com,user123,user,445,iron,Nữ,44,154,51.9,21.9,Mỹ,Quản lý dự án,2026-03-21T20:41:06
897,Nguyễn Hoàng Thiện,nguyễnthien897@gmail.com,user123,user,6753,platinum,Nam,28,172,64.3,21.7,Việt Nam,Marketing,2025-11-04T20:41:06
898,Đỗ Thanh Thiện,dỗthien898@hotmail.com,user123,user,788,bronze,Nam,42,181,70.7,21.6,Đức,Doanh nhân,2026-04-29T20:41:06
899,Phan Văn Giang,phangiang899@outlook.com,user123,user,10359,diamond,Nam,35,171,60.1,20.6,Canada,Kế toán,2026-04-19T20:41:06
900,Vũ Thu Thu,vũthu900@gmail.com,user123,user,2968,gold,Nữ,36,158,51.1,20.5,Úc,Y tá,2026-05-18T20:41:06
901,Đỗ Thanh Bảo,dỗbao901@gmail.com,user123,user,1683,gold,Nam,40,178,71.2,22.5,Canada,Giáo viên,2025-07-31T20:41:06
902,Hoàng Thanh Hiếu,hoanghieu902@gmail.com,user123,user,293,iron,Nam,45,174,68.9,22.8,Việt Nam,Freelancer,2025-06-27T20:41:06
903,Huỳnh Phương Lan,huynhlan903@gmail.com,user123,user,137,iron,Nữ,20,166,49.0,17.8,Canada,Kế toán,2026-03-08T20:41:06
904,Võ Đức Phong,võphong904@outlook.com,user123,user,2584,gold,Nam,28,164,51.2,19.0,Pháp,Y tá,2025-08-05T20:41:06
905,Lý Hoàng Sơn,lyson905@outlook.com,user123,user,1107,bronze,Nam,26,171,57.9,19.8,Mỹ,Kế toán,2025-12-27T20:41:06
906,Dương Mỹ Thu,duongthu906@hotmail.com,user123,user,436,iron,Nữ,24,155,53.5,22.3,Đức,Freelancer,2025-11-08T20:41:06
907,Trần Quốc Trung,trantrung907@outlook.com,user123,user,2839,gold,Nam,32,166,57.5,20.9,Việt Nam,Quản lý dự án,2026-05-07T20:41:06
908,Võ Công Thiện,võthien908@hotmail.com,user123,user,2847,gold,Nam,20,167,59.2,21.2,Thái Lan,Lập trình viên,2026-03-20T20:41:06
909,Phạm Phương Xuân,phamxuan909@hotmail.com,user123,user,1148,bronze,Nữ,28,153,50.7,21.7,Trung Quốc,Giáo viên,2026-04-05T20:41:06
910,Đặng Minh Khải,dangkhai910@gmail.com,user123,user,2320,gold,Nam,40,169,66.0,23.1,Thái Lan,Thiết kế đồ họa,2025-09-04T20:41:06
911,Hoàng Minh Khải,hoangkhai911@gmail.com,user123,user,202,iron,Nam,26,174,62.9,20.8,Pháp,Luật sư,2026-03-18T20:41:06
912,Hồ Thanh Phong,hophong912@yahoo.com,user123,user,819,bronze,Nam,31,167,64.0,22.9,Việt Nam,Y tá,2025-10-14T20:41:06
913,Vũ Hoàng Phong,vũphong913@hotmail.com,user123,user,1473,bronze,Nam,31,182,80.0,24.2,Canada,Thiết kế đồ họa,2026-02-11T20:41:06
914,Hồ Thanh Tâm,hotam914@outlook.com,user123,user,989,bronze,Nữ,40,157,45.0,18.3,Pháp,Nhân viên văn phòng,2025-12-17T20:41:06
915,Trần Thanh Anh,trananh915@hotmail.com,user123,user,1242,bronze,Nam,35,170,59.3,20.5,Canada,Marketing,2025-12-19T20:41:06
916,Huỳnh Mỹ Mai,huynhmai916@gmail.com,user123,user,1025,bronze,Nữ,35,165,59.5,21.9,Việt Nam,Luật sư,2026-03-10T20:41:06
917,Phan Bích Thảo,phanthao917@hotmail.com,user123,user,680,bronze,Nữ,42,161,60.4,23.3,Việt Nam,Lập trình viên,2026-01-14T20:41:06
918,Huỳnh Quốc Việt,huynhviet918@outlook.com,user123,user,12318,diamond,Nam,27,178,62.2,19.6,Nhật Bản,Marketing,2025-10-05T20:41:06
919,Võ Ngọc Ngân,võngan919@yahoo.com,user123,user,680,bronze,Nữ,22,152,46.8,20.3,Trung Quốc,Sinh viên,2025-05-30T20:41:06
920,Phan Thu Xuân,phanxuan920@hotmail.com,user123,user,468,iron,Nữ,36,168,55.5,19.7,Trung Quốc,Luật sư,2025-08-05T20:41:06
921,Đỗ Kim Thủy,dỗthủy921@yahoo.com,user123,user,157,iron,Nữ,27,168,58.2,20.6,Úc,Quản lý dự án,2026-05-06T20:41:06
922,Huỳnh Hoàng Vũ,huynhvũ922@outlook.com,user123,user,4927,platinum,Nam,35,173,73.9,24.7,Nhật Bản,Doanh nhân,2025-12-06T20:41:06
923,Đỗ Ngọc My,dỗmy923@gmail.com,user123,user,3603,gold,Nữ,26,163,50.8,19.1,Trung Quốc,Marketing,2025-08-23T20:41:06
924,Võ Thu Linh,võlinh924@yahoo.com,user123,user,2536,gold,Nữ,23,165,60.0,22.0,Đức,Kế toán,2026-01-14T20:41:06
925,Nguyễn Văn Dũng,nguyễndũng925@outlook.com,user123,user,10569,diamond,Nam,18,171,73.2,25.0,Trung Quốc,Marketing,2025-10-12T20:41:06
926,Vũ Công Khải,vũkhai926@gmail.com,user123,user,678,bronze,Nam,28,177,63.5,20.3,Đức,Freelancer,2026-02-02T20:41:06
927,Trần Mỹ Dung,trandung927@outlook.com,user123,user,7492,platinum,Nữ,21,154,41.5,17.5,Việt Nam,Kiến trúc sư,2026-05-19T20:41:06
928,Võ Bích Hằng,võhang928@gmail.com,user123,user,517,bronze,Nữ,29,155,56.4,23.5,Hàn Quốc,Nhân viên văn phòng,2026-05-07T20:41:06
929,Lý Hữu Hùng,lyhùng929@outlook.com,user123,user,13996,diamond,Nam,25,170,68.6,23.7,Úc,Kế toán,2025-05-30T20:41:06
930,Đặng Bích Chi,dangchi930@yahoo.com,user123,user,793,bronze,Nữ,33,166,49.2,17.9,Việt Nam,Lập trình viên,2025-12-15T20:41:06
931,Bùi Thu Hà,bùiha931@hotmail.com,user123,user,299,iron,Nữ,19,156,53.6,22.0,Úc,Giáo viên,2026-04-06T20:41:06
932,Hoàng Minh Xuân,hoangxuan932@yahoo.com,user123,user,4999,platinum,Nam,18,182,69.8,21.1,Việt Nam,Bác sĩ,2025-06-15T20:41:06
933,Võ Kim Giang,võgiang933@outlook.com,user123,user,3775,gold,Nữ,18,170,63.7,22.0,Pháp,Kiến trúc sư,2025-07-11T20:41:06
934,Lê Thị Giang,legiang934@yahoo.com,user123,user,13823,diamond,Nữ,18,152,45.4,19.7,Việt Nam,Thiết kế đồ họa,2026-02-18T20:41:06
935,Hoàng Kim Loan,hoangloan935@hotmail.com,user123,user,10213,diamond,Nữ,32,165,60.7,22.3,Việt Nam,Sinh viên,2026-01-30T20:41:06
936,Đỗ Mỹ Dung,dỗdung936@outlook.com,user123,user,14745,diamond,Nữ,40,167,50.9,18.3,Úc,Kỹ sư phần mềm,2026-03-05T20:41:06
937,Lê Quốc Thiện,lethien937@gmail.com,user123,user,3291,gold,Nam,26,176,63.2,20.4,Canada,Y tá,2025-06-13T20:41:06
938,Dương Đức Trung,duongtrung938@yahoo.com,user123,user,1992,gold,Nam,26,164,50.4,18.7,Việt Nam,Y tá,2025-07-22T20:41:06
939,Lý Bích Xuân,lyxuan939@yahoo.com,user123,user,2776,gold,Nữ,31,153,53.5,22.9,Nhật Bản,Kỹ sư phần mềm,2025-12-28T20:41:06
940,Lý Minh Việt,lyviet940@hotmail.com,user123,user,2276,gold,Nam,23,168,71.3,25.3,Việt Nam,Giáo viên,2025-06-13T20:41:06
941,Đặng Quốc Anh,danganh941@hotmail.com,user123,user,12393,diamond,Nam,20,171,67.4,23.0,Việt Nam,Kiến trúc sư,2025-09-22T20:41:06
942,Võ Kim Trang,võtrang942@outlook.com,user123,user,991,bronze,Nữ,32,164,58.2,21.6,Trung Quốc,Sinh viên,2026-03-03T20:41:06
943,Bùi Hoàng Thiện,bùithien943@hotmail.com,user123,user,205,iron,Nam,40,175,73.8,24.1,Hàn Quốc,Kiến trúc sư,2025-07-06T20:41:06
944,Ngô Thanh Dung,ngodung944@gmail.com,user123,user,2917,gold,Nữ,32,164,59.4,22.1,Việt Nam,Doanh nhân,2026-03-21T20:41:06
945,Lý Mỹ Trang,lytrang945@yahoo.com,user123,user,4640,platinum,Nữ,27,152,41.7,18.0,Việt Nam,Freelancer,2026-04-29T20:41:06
946,Vũ Minh Minh,vũminh946@hotmail.com,user123,user,660,bronze,Nam,39,167,55.3,19.8,Úc,Lập trình viên,2026-01-22T20:41:06
947,Vũ Hoàng Thiện,vũthien947@gmail.com,user123,user,3459,gold,Nam,43,177,59.7,19.1,Thái Lan,Giáo viên,2026-04-09T20:41:06
948,Trần Thanh Nam,trannam948@gmail.com,user123,user,6,iron,Nam,33,163,64.4,24.2,Mỹ,Quản lý dự án,2025-10-22T20:41:06
949,Trần Hoàng Lâm,tranlam949@gmail.com,user123,user,2541,gold,Nam,31,169,55.1,19.3,Việt Nam,Lập trình viên,2025-11-17T20:41:06
950,Phạm Hoàng Phúc,phamphúc950@outlook.com,user123,user,7005,platinum,Nam,40,182,64.8,19.6,Mỹ,Nhân viên văn phòng,2026-03-15T20:41:06
951,Đỗ Đức Minh,dỗminh951@yahoo.com,user123,user,3195,gold,Nam,43,163,60.5,22.8,Việt Nam,Bác sĩ,2025-07-18T20:41:06
952,Đặng Thanh Kiên,dangkien952@yahoo.com,user123,user,2449,gold,Nam,24,166,69.2,25.1,Việt Nam,Lập trình viên,2025-08-16T20:41:06
953,Ngô Quốc Quang,ngoquang953@outlook.com,user123,user,2601,gold,Nam,22,172,60.3,20.4,Mỹ,Marketing,2026-01-20T20:41:06
954,Hoàng Văn Hải,hoanghai954@hotmail.com,user123,user,3064,gold,Nam,26,180,63.6,19.6,Việt Nam,Nhân viên văn phòng,2026-01-08T20:41:06
955,Vũ Thanh Chi,vũchi955@hotmail.com,user123,user,3260,gold,Nữ,30,159,54.2,21.4,Canada,Kiến trúc sư,2025-12-16T20:41:06
956,Huỳnh Đức Nhân,huynhnhan956@yahoo.com,user123,user,3634,gold,Nam,25,168,61.9,21.9,Việt Nam,Giáo viên,2025-07-08T20:41:06
957,Lý Mỹ Hà,lyha957@yahoo.com,user123,user,21290,master,Nữ,31,163,61.4,23.1,Pháp,Lập trình viên,2026-02-27T20:41:06
958,Hồ Kim Hằng,hohang958@hotmail.com,user123,user,61,iron,Nữ,26,162,61.5,23.4,Đức,Luật sư,2026-04-17T20:41:06
959,Phạm Hoàng Việt,phamviet959@yahoo.com,user123,user,3234,gold,Nam,33,176,63.9,20.6,Việt Nam,Marketing,2025-10-20T20:41:06
960,Bùi Thị Thảo,bùithao960@hotmail.com,user123,user,764,bronze,Nữ,18,170,60.4,20.9,Nhật Bản,Marketing,2025-09-03T20:41:06
961,Hồ Kim Loan,holoan961@outlook.com,user123,user,4194,platinum,Nữ,36,168,66.2,23.5,Thái Lan,Kỹ sư phần mềm,2025-11-22T20:41:06
962,Lý Thanh Ngân,lyngan962@outlook.com,user123,user,737,bronze,Nữ,35,160,47.0,18.4,Canada,Kiến trúc sư,2026-01-09T20:41:06
963,Đỗ Hữu Khoa,dỗkhoa963@gmail.com,user123,user,1364,bronze,Nam,32,172,74.0,25.0,Úc,Marketing,2026-02-03T20:41:06
964,Đỗ Văn Phúc,dỗphúc964@gmail.com,user123,user,3893,gold,Nam,29,182,77.7,23.5,Trung Quốc,Nhân viên văn phòng,2026-02-10T20:41:06
965,Dương Mỹ Trang,duongtrang965@gmail.com,user123,user,1247,bronze,Nữ,31,154,49.8,21.0,Việt Nam,Kiến trúc sư,2025-07-30T20:41:06
966,Hồ Đức Long,holong966@gmail.com,user123,user,2066,gold,Nam,18,167,63.5,22.8,Nhật Bản,Nhân viên văn phòng,2026-04-18T20:41:06
967,Hồ Công Phong,hophong967@yahoo.com,user123,user,8874,diamond,Nam,38,181,64.3,19.6,Việt Nam,Giáo viên,2026-03-29T20:41:06
968,Huỳnh Minh Quân,huynhquan968@gmail.com,user123,user,486,iron,Nam,19,167,64.0,22.9,Việt Nam,Luật sư,2025-10-10T20:41:06
969,Phan Bích Tuyết,phantuyet969@outlook.com,user123,user,3281,gold,Nữ,26,160,60.3,23.6,Việt Nam,Doanh nhân,2026-01-13T20:41:06
970,Huỳnh Hoàng Liêm,huynhliem970@yahoo.com,user123,user,1283,bronze,Nam,33,179,64.7,20.2,Hàn Quốc,Luật sư,2025-09-05T20:41:06
971,Bùi Thanh Xuân,bùixuan971@gmail.com,user123,user,160,iron,Nữ,27,152,44.3,19.2,Việt Nam,Kiến trúc sư,2025-06-13T20:41:06
972,Hồ Văn Kiên,hokien972@hotmail.com,user123,user,366,iron,Nam,19,182,72.4,21.9,Nhật Bản,Freelancer,2025-08-31T20:41:06
973,Võ Thu Lan,võlan973@gmail.com,user123,user,3809,gold,Nữ,33,157,44.2,17.9,Đức,Thiết kế đồ họa,2026-05-03T20:41:06
974,Hồ Thanh Loan,holoan974@hotmail.com,user123,user,5452,platinum,Nữ,28,160,53.3,20.8,Việt Nam,Freelancer,2025-07-23T20:41:06
975,Ngô Hữu Nam,ngonam975@gmail.com,user123,user,14249,diamond,Nam,45,176,59.8,19.3,Canada,Nhân viên văn phòng,2026-02-11T20:41:06
976,Trần Mỹ Thủy,tranthủy976@yahoo.com,user123,user,2018,gold,Nữ,35,156,48.8,20.1,Canada,Kế toán,2025-11-29T20:41:06
977,Lý Bích Dung,lydung977@outlook.com,user123,user,26739,master,Nữ,27,167,54.2,19.4,Đức,Doanh nhân,2026-02-27T20:41:06
978,Dương Thanh Phong,duongphong978@gmail.com,user123,user,7568,platinum,Nam,22,182,73.5,22.2,Úc,Y tá,2026-01-12T20:41:06
979,Nguyễn Ngọc Chi,nguyễnchi979@hotmail.com,user123,user,8530,diamond,Nữ,31,163,48.0,18.1,Đức,Freelancer,2026-01-13T20:41:06
980,Lê Quốc Trung,letrung980@gmail.com,user123,user,5527,platinum,Nam,24,172,61.0,20.6,Việt Nam,Quản lý dự án,2025-09-04T20:41:06
981,Hồ Quốc Anh,hoanh981@gmail.com,user123,user,876,bronze,Nam,31,165,54.6,20.1,Đức,Marketing,2026-04-06T20:41:06
982,Nguyễn Kim Thu,nguyễnthu982@yahoo.com,user123,user,3884,gold,Nữ,35,166,52.1,18.9,Đức,Nhà báo,2025-12-12T20:41:06
983,Ngô Công Nam,ngonam983@gmail.com,user123,user,11317,diamond,Nam,19,172,71.4,24.1,Pháp,Thiết kế đồ họa,2026-03-17T20:41:06
984,Trần Công Hùng,tranhùng984@yahoo.com,user123,user,471,iron,Nam,24,169,62.5,21.9,Đức,Kiến trúc sư,2025-07-09T20:41:06
985,Bùi Công Tuấn,bùituan985@outlook.com,user123,user,10325,diamond,Nam,36,171,64.7,22.1,Thái Lan,Kiến trúc sư,2025-06-27T20:41:06
986,Hồ Ngọc Nga,honga986@hotmail.com,user123,user,439,iron,Nữ,27,166,62.1,22.5,Úc,Marketing,2026-03-28T20:41:06
987,Trần Hoàng Minh,tranminh987@outlook.com,user123,user,1930,gold,Nam,40,178,78.1,24.6,Hàn Quốc,Sinh viên,2025-11-06T20:41:06
988,Phạm Thanh Cường,phamcuong988@yahoo.com,user123,user,3813,gold,Nam,20,167,58.5,21.0,Thái Lan,Lập trình viên,2025-07-24T20:41:06
989,Hồ Đức Kiên,hokien989@yahoo.com,user123,user,528,bronze,Nam,40,175,58.5,19.1,Nhật Bản,Thiết kế đồ họa,2025-08-03T20:41:06
990,Vũ Quốc Khoa,vũkhoa990@gmail.com,user123,user,1831,gold,Nam,31,181,72.1,22.0,Úc,Luật sư,2026-05-13T20:41:06
991,Vũ Kim Linh,vũlinh991@hotmail.com,user123,user,630,bronze,Nữ,28,163,58.7,22.1,Canada,Kiến trúc sư,2025-10-17T20:41:06
992,Lê Thị Anh,leanh992@gmail.com,user123,user,2506,gold,Nữ,43,168,55.7,19.7,Úc,Kiến trúc sư,2025-06-25T20:41:06
993,Đặng Thanh Chi,dangchi993@hotmail.com,user123,user,1043,bronze,Nữ,20,167,58.0,20.8,Việt Nam,Marketing,2026-02-13T20:41:06
994,Ngô Văn Quân,ngoquan994@yahoo.com,user123,user,2808,gold,Nam,26,164,53.2,19.8,Mỹ,Nhân viên văn phòng,2025-06-25T20:41:06
995,Huỳnh Phương Giang,huynhgiang995@yahoo.com,user123,user,12077,diamond,Nữ,36,167,55.2,19.8,Úc,Luật sư,2025-07-25T20:41:06
996,Hoàng Hữu Hiếu,hoanghieu996@outlook.com,user123,user,5751,platinum,Nam,20,170,61.6,21.3,Việt Nam,Giáo viên,2025-09-12T20:41:06
997,Phan Văn Cường,phancuong997@yahoo.com,user123,user,837,bronze,Nam,30,182,65.4,19.7,Singapore,Luật sư,2026-05-09T20:41:06
998,Ngô Thanh Dũng,ngodũng998@hotmail.com,user123,user,4638,platinum,Nam,28,182,75.4,22.8,Đức,Kỹ sư phần mềm,2026-03-20T20:41:06
999,Đỗ Quốc Sơn,dỗson999@outlook.com,user123,user,2008,gold,Nam,37,180,65.0,20.1,Mỹ,Kế toán,2025-06-21T20:41:06
1000,Trần Thu Hiền,tranhien1000@hotmail.com,user123,user,99,iron,Nữ,28,167,59.2,21.2,Đức,Giáo viên,2026-02-04T20:41:06
